Unnamed: 0,ADA,BNB,BTC,DOGE,EOS,ETH,IOTA,LTC,NEO,VET,XLM,XMR,XRP,Publish Date,ada,bnb,btc,doge,eos,eth,ltc,miota,neo,vet,xlm,xmr,xrp
,,,,,,,,,,,,,,2020-04-15,13.0,27.0,332.0,16.0,12.0,189.0,9.0,5.0,7.0,4.0,16.0,22.0,19.0
,,,,,,,,,,,,,,2020-04-16,18.0,26.0,294.0,15.0,11.0,173.0,7.0,6.0,9.0,12.0,6.0,26.0,32.0
,,,,,,,,,,,,,,2020-04-17,20.0,23.0,316.0,28.0,15.0,190.0,6.0,18.0,9.0,8.0,12.0,31.0,29.0
,,,,,,,,,,,,,,2020-04-18,26.0,23.0,308.0,13.0,10.0,189.0,3.0,8.0,6.0,5.0,7.0,12.0,17.0
,,,,,,,,,,,,,,2020-04-19,18.0,10.0,273.0,24.0,12.0,153.0,5.0,3.0,3.0,3.0,7.0,27.0,15.0
,,,,,,,,,,,,,,2020-04-20,17.0,9.0,277.0,19.0,9.0,143.0,2.0,10.0,4.0,7.0,7.0,28.0,22.0
,,,,,,,,,,,,,,2020-04-21,16.0,10.0,331.0,17.0,10.0,172.0,7.0,10.0,4.0,8.0,14.0,14.0,11.0
,,,,,,,,,,,,,,2020-04-22,17.0,13.0,293.0,20.0,21.0,196.0,6.0,14.0,9.0,5.0,6.0,16.0,37.0
,,,,,,,,,,,,,,2020-04-23,19.0,11.0,303.0,15.0,10.0,188.0,5.0,4.0,13.0,5.0,5.0,11.0,30.0
,,,,,,,,,,,,,,2020-04-24,23.0,13.0,346.0,20.0,16.0,158.0,4.0,8.0,7.0,11.0,5.0,18.0,20.0
,,,,,,,,,,,,,,2020-04-25,37.0,16.0,297.0,15.0,14.0,170.0,7.0,5.0,4.0,8.0,6.0,16.0,17.0
,,,,,,,,,,,,,,2020-04-26,10.0,10.0,258.0,18.0,15.0,133.0,1.0,3.0,7.0,8.0,8.0,20.0,22.0
,,,,,,,,,,,,,,2020-04-27,22.0,24.0,250.0,25.0,9.0,114.0,6.0,8.0,16.0,4.0,7.0,20.0,14.0
,,,,,,,,,,,,,,2020-04-28,28.0,21.0,292.0,25.0,12.0,164.0,5.0,7.0,6.0,7.0,11.0,12.0,25.0
,,,,,,,,,,,,,,2020-04-29,21.0,17.0,324.0,23.0,15.0,198.0,13.0,5.0,11.0,8.0,12.0,23.0,29.0
,,,,,,,,,,,,,,2020-04-30,24.0,27.0,405.0,27.0,19.0,170.0,6.0,7.0,5.0,8.0,12.0,20.0,28.0
,,,,,,,,,,,,,,2020-05-01,29.0,29.0,453.0,26.0,13.0,179.0,4.0,15.0,3.0,6.0,13.0,14.0,27.0
,,,,,,,,,,,,,,2020-05-02,18.0,14.0,339.0,27.0,20.0,146.0,6.0,7.0,5.0,6.0,6.0,14.0,25.0
,,,,,,,,,,,,,,2020-05-03,21.0,32.0,359.0,21.0,8.0,127.0,3.0,7.0,1.0,4.0,10.0,17.0,28.0
,,,,,,,,,,,,,,2020-05-04,28.0,17.0,323.0,26.0,11.0,103.0,14.0,10.0,4.0,3.0,6.0,22.0,20.0
,,,,,,,,,,,,,,2020-05-05,17.0,14.0,348.0,18.0,15.0,162.0,8.0,14.0,4.0,7.0,5.0,20.0,22.0
,,,,,,,,,,,,,,2020-05-06,20.0,17.0,360.0,19.0,15.0,133.0,6.0,10.0,4.0,12.0,9.0,19.0,58.0
,,,,,,,,,,,,,,2020-05-07,24.0,15.0,372.0,19.0,8.0,147.0,4.0,11.0,5.0,12.0,15.0,21.0,28.0
,,,,,,,,,,,,,,2020-05-08,29.0,19.0,482.0,29.0,16.0,180.0,9.0,12.0,2.0,11.0,17.0,17.0,35.0
,,,,,,,,,,,,,,2020-05-09,30.0,19.0,529.0,20.0,16.0,174.0,7.0,12.0,6.0,15.0,10.0,10.0,17.0
,,,,,,,,,,,,,,2020-05-10,16.0,13.0,342.0,18.0,14.0,131.0,3.0,10.0,3.0,7.0,8.0,21.0,17.0
,,,,,,,,,,,,,,2020-05-11,14.0,12.0,500.0,28.0,13.0,129.0,5.0,9.0,6.0,1.0,7.0,10.0,24.0
,,,,,,,,,,,,,,2020-05-12,28.0,15.0,743.0,18.0,14.0,164.0,11.0,8.0,5.0,6.0,12.0,20.0,26.0
,,,,,,,,,,,,,,2020-05-13,16.0,31.0,501.0,19.0,11.0,157.0,6.0,5.0,9.0,10.0,9.0,29.0,27.0
,,,,,,,,,,,,,,2020-05-14,27.0,11.0,435.0,21.0,9.0,158.0,8.0,14.0,3.0,9.0,7.0,23.0,41.0
,,,,,,,,,,,,,,2020-05-15,25.0,20.0,403.0,25.0,15.0,191.0,7.0,9.0,4.0,4.0,6.0,16.0,28.0
,,,,,,,,,,,,,,2020-05-16,16.0,30.0,437.0,35.0,18.0,173.0,9.0,17.0,4.0,8.0,9.0,36.0,28.0
,,,,,,,,,,,,,,2020-05-17,29.0,12.0,379.0,18.0,12.0,119.0,7.0,7.0,3.0,13.0,8.0,23.0,21.0
,,,,,,,,,,,,,,2020-05-18,11.0,18.0,288.0,22.0,17.0,132.0,4.0,5.0,6.0,8.0,2.0,29.0,28.0
,,,,,,,,,,,,,,2020-05-19,16.0,6.0,393.0,20.0,16.0,194.0,9.0,5.0,4.0,11.0,9.0,18.0,21.0
,,,,,,,,,,,,,,2020-05-20,16.0,16.0,368.0,27.0,8.0,160.0,11.0,13.0,4.0,7.0,16.0,17.0,37.0
,,,,,,,,,,,,,,2020-05-21,19.0,16.0,376.0,23.0,25.0,198.0,14.0,12.0,10.0,15.0,17.0,27.0,30.0
,,,,,,,,,,,,,,2020-05-22,25.0,16.0,377.0,22.0,18.0,207.0,10.0,5.0,5.0,6.0,5.0,18.0,35.0
,,,,,,,,,,,,,,2020-05-23,27.0,23.0,456.0,22.0,22.0,203.0,9.0,8.0,2.0,10.0,10.0,21.0,12.0
,,,,,,,,,,,,,,2020-05-24,12.0,12.0,326.0,14.0,6.0,122.0,4.0,3.0,0.0,8.0,4.0,27.0,24.0
,,,,,,,,,,,,,,2020-05-25,19.0,22.0,298.0,18.0,8.0,129.0,12.0,7.0,8.0,10.0,7.0,24.0,24.0
,,,,,,,,,,,,,,2020-05-26,22.0,19.0,372.0,17.0,16.0,183.0,9.0,12.0,9.0,15.0,5.0,24.0,24.0
,,,,,,,,,,,,,,2020-05-27,20.0,18.0,373.0,22.0,12.0,192.0,9.0,16.0,3.0,5.0,6.0,28.0,25.0
,,,,,,,,,,,,,,2020-05-28,20.0,12.0,312.0,28.0,14.0,177.0,1.0,4.0,5.0,6.0,8.0,15.0,34.0
,,,,,,,,,,,,,,2020-05-29,34.0,14.0,385.0,16.0,19.0,209.0,6.0,12.0,6.0,10.0,13.0,14.0,27.0
,,,,,,,,,,,,,,2020-05-30,59.0,19.0,310.0,32.0,32.0,168.0,11.0,9.0,6.0,11.0,6.0,25.0,19.0
,,,,,,,,,,,,,,2020-05-31,27.0,11.0,235.0,14.0,8.0,130.0,4.0,4.0,0.0,10.0,5.0,21.0,33.0
,,,,,,,,,,,,,,2020-06-01,44.0,29.0,227.0,21.0,11.0,153.0,8.0,9.0,4.0,10.0,8.0,20.0,18.0
,,,,,,,,,,,,,,2020-06-02,30.0,19.0,287.0,14.0,10.0,190.0,7.0,9.0,16.0,13.0,13.0,18.0,14.0
,,,,,,,,,,,,,,2020-06-03,22.0,15.0,457.0,18.0,19.0,172.0,8.0,5.0,16.0,12.0,15.0,10.0,28.0
,,,,,,,,,,,,,,2020-06-04,42.0,12.0,373.0,15.0,19.0,183.0,12.0,3.0,6.0,11.0,8.0,14.0,26.0
,,,,,,,,,,,,,,2020-06-05,39.0,10.0,327.0,20.0,5.0,244.0,10.0,8.0,2.0,10.0,8.0,12.0,27.0
,,,,,,,,,,,,,,2020-06-06,37.0,9.0,350.0,21.0,18.0,215.0,7.0,22.0,10.0,11.0,8.0,18.0,14.0
,,,,,,,,,,,,,,2020-06-07,35.0,14.0,277.0,21.0,13.0,166.0,3.0,8.0,3.0,8.0,7.0,21.0,23.0
,,,,,,,,,,,,,,2020-06-08,27.0,13.0,283.0,20.0,17.0,130.0,3.0,4.0,1.0,7.0,5.0,16.0,11.0
,,,,,,,,,,,,,,2020-06-09,45.0,16.0,306.0,26.0,19.0,173.0,7.0,7.0,4.0,11.0,13.0,22.0,23.0
,,,,,,,,,,,,,,2020-06-10,37.0,21.0,349.0,17.0,17.0,183.0,9.0,7.0,4.0,10.0,7.0,17.0,18.0
,,,,,,,,,,,,,,2020-06-11,29.0,17.0,362.0,25.0,13.0,189.0,1.0,7.0,7.0,13.0,9.0,16.0,37.0
,,,,,,,,,,,,,,2020-06-12,40.0,20.0,359.0,43.0,18.0,196.0,14.0,5.0,2.0,19.0,6.0,18.0,21.0
,,,,,,,,,,,,,,2020-06-13,33.0,14.0,338.0,15.0,24.0,170.0,6.0,11.0,8.0,12.0,6.0,19.0,33.0
,,,,,,,,,,,,,,2020-06-14,30.0,12.0,263.0,22.0,11.0,123.0,3.0,11.0,6.0,10.0,6.0,16.0,21.0
,,,,,,,,,,,,,,2020-06-15,24.0,19.0,264.0,12.0,21.0,113.0,8.0,6.0,14.0,2.0,7.0,20.0,12.0
,,,,,,,,,,,,,,2020-06-16,23.0,6.0,362.0,22.0,24.0,198.0,14.0,2.0,10.0,9.0,5.0,19.0,38.0
,,,,,,,,,,,,,,2020-06-17,27.0,14.0,319.0,25.0,18.0,214.0,4.0,7.0,14.0,11.0,4.0,15.0,22.0
,,,,,,,,,,,,,,2020-06-18,27.0,12.0,350.0,18.0,19.0,229.0,9.0,3.0,11.0,11.0,11.0,15.0,33.0
,,,,,,,,,,,,,,2020-06-19,38.0,18.0,330.0,17.0,20.0,223.0,3.0,4.0,16.0,12.0,11.0,23.0,40.0
,,,,,,,,,,,,,,2020-06-20,41.0,18.0,333.0,21.0,18.0,204.0,5.0,6.0,11.0,12.0,10.0,12.0,22.0
,,,,,,,,,,,,,,2020-06-21,25.0,6.0,226.0,22.0,11.0,171.0,5.0,6.0,15.0,2.0,5.0,14.0,11.0
,,,,,,,,,,,,,,2020-06-22,26.0,10.0,211.0,10.0,12.0,129.0,6.0,5.0,7.0,6.0,5.0,19.0,23.0
,,,,,,,,,,,,,,2020-06-23,34.0,24.0,301.0,20.0,19.0,216.0,8.0,8.0,12.0,10.0,11.0,17.0,24.0
,,,,,,,,,,,,,,2020-06-24,28.0,13.0,311.0,28.0,23.0,202.0,5.0,7.0,12.0,8.0,3.0,24.0,31.0
,,,,,,,,,,,,,,2020-06-25,35.0,18.0,342.0,25.0,13.0,228.0,5.0,4.0,5.0,10.0,11.0,17.0,19.0
,,,,,,,,,,,,,,2020-06-26,29.0,18.0,305.0,18.0,17.0,195.0,6.0,0.0,12.0,14.0,8.0,15.0,16.0
,,,,,,,,,,,,,,2020-06-27,38.0,14.0,258.0,12.0,11.0,193.0,9.0,5.0,4.0,8.0,3.0,18.0,26.0
,,,,,,,,,,,,,,2020-06-28,31.0,6.0,238.0,10.0,14.0,134.0,5.0,4.0,5.0,14.0,5.0,19.0,18.0
,,,,,,,,,,,,,,2020-06-29,30.0,9.0,237.0,9.0,13.0,145.0,4.0,5.0,5.0,9.0,5.0,18.0,12.0
,,,,,,,,,,,,,,2020-06-30,34.0,10.0,300.0,24.0,23.0,226.0,3.0,4.0,13.0,8.0,5.0,12.0,19.0
,,,,,,,,,,,,,,2020-07-01,35.0,16.0,273.0,17.0,15.0,226.0,8.0,12.0,6.0,12.0,12.0,13.0,19.0
,,,,,,,,,,,,,,2020-07-02,53.0,18.0,292.0,22.0,7.0,194.0,5.0,11.0,5.0,7.0,9.0,13.0,15.0
,,,,,,,,,,,,,,2020-07-03,66.0,21.0,296.0,17.0,14.0,147.0,7.0,11.0,11.0,14.0,9.0,12.0,28.0
,,,,,,,,,,,,,,2020-07-04,57.0,19.0,257.0,23.0,21.0,144.0,9.0,4.0,5.0,14.0,7.0,17.0,12.0
,,,,,,,,,,,,,,2020-07-05,35.0,9.0,210.0,17.0,17.0,108.0,9.0,1.0,8.0,12.0,4.0,13.0,20.0
,,,,,,,,,,,,,,2020-07-06,24.0,8.0,231.0,19.0,18.0,83.0,5.0,6.0,5.0,28.0,5.0,17.0,8.0
,,,,,,,,,,,,,,2020-07-07,23.0,14.0,314.0,32.0,23.0,169.0,5.0,9.0,8.0,22.0,6.0,22.0,22.0
,,,,,,,,,,,,,,2020-07-08,52.0,19.0,337.0,94.0,16.0,179.0,7.0,7.0,10.0,26.0,2.0,18.0,14.0
,,,,,,,,,,,,,,2020-07-09,50.0,22.0,315.0,740.0,12.0,166.0,10.0,6.0,7.0,43.0,10.0,21.0,13.0
,,,,,,,,,,,,,,2020-07-10,39.0,32.0,297.0,511.0,17.0,170.0,12.0,9.0,7.0,25.0,17.0,27.0,34.0
,,,,,,,,,,,,,,2020-07-11,32.0,25.0,250.0,296.0,18.0,153.0,5.0,10.0,12.0,32.0,9.0,13.0,25.0
,,,,,,,,,,,,,,2020-07-12,23.0,22.0,216.0,137.0,11.0,75.0,1.0,3.0,3.0,17.0,8.0,16.0,20.0
,,,,,,,,,,,,,,2020-07-13,28.0,30.0,174.0,115.0,15.0,92.0,9.0,4.0,5.0,11.0,6.0,30.0,12.0
,,,,,,,,,,,,,,2020-07-14,54.0,29.0,234.0,69.0,17.0,142.0,5.0,8.0,9.0,23.0,10.0,25.0,18.0
,,,,,,,,,,,,,,2020-07-15,37.0,33.0,317.0,63.0,9.0,164.0,8.0,8.0,6.0,18.0,8.0,15.0,19.0
,,,,,,,,,,,,,,2020-07-16,33.0,21.0,385.0,61.0,11.0,163.0,5.0,6.0,12.0,16.0,13.0,20.0,23.0
,,,,,,,,,,,,,,2020-07-17,22.0,26.0,346.0,42.0,14.0,154.0,2.0,4.0,3.0,20.0,12.0,12.0,24.0
,,,,,,,,,,,,,,2020-07-18,29.0,19.0,275.0,31.0,14.0,118.0,5.0,3.0,5.0,17.0,8.0,19.0,10.0
,,,,,,,,,,,,,,2020-07-19,22.0,17.0,198.0,93.0,8.0,68.0,7.0,1.0,9.0,8.0,6.0,14.0,14.0
,,,,,,,,,,,,,,2020-07-20,29.0,23.0,211.0,90.0,10.0,71.0,6.0,2.0,2.0,10.0,6.0,24.0,19.0
,,,,,,,,,,,,,,2020-07-21,24.0,34.0,292.0,44.0,19.0,157.0,13.0,8.0,7.0,18.0,13.0,26.0,18.0
,,,,,,,,,,,,,,2020-07-22,28.0,27.0,290.0,24.0,11.0,146.0,12.0,9.0,15.0,14.0,14.0,20.0,12.0
,,,,,,,,,,,,,,2020-07-23,30.0,25.0,300.0,38.0,14.0,135.0,6.0,7.0,5.0,14.0,13.0,15.0,25.0
,,,,,,,,,,,,,,2020-07-24,35.0,41.0,260.0,24.0,13.0,160.0,3.0,11.0,17.0,14.0,8.0,27.0,15.0
,,,,,,,,,,,,,,2020-07-25,20.0,19.0,308.0,25.0,12.0,114.0,6.0,4.0,9.0,8.0,7.0,20.0,15.0
,,,,,,,,,,,,,,2020-07-26,38.0,61.0,259.0,29.0,11.0,122.0,5.0,5.0,4.0,11.0,6.0,20.0,10.0
,,,,,,,,,,,,,,2020-07-27,54.0,35.0,297.0,28.0,14.0,127.0,7.0,12.0,5.0,8.0,7.0,11.0,12.0
,,,,,,,,,,,,,,2020-07-28,37.0,38.0,473.0,20.0,16.0,180.0,11.0,2.0,13.0,10.0,6.0,20.0,24.0
,,,,,,,,,,,,,,2020-07-29,46.0,21.0,413.0,37.0,22.0,157.0,10.0,14.0,13.0,12.0,12.0,19.0,25.0
,,,,,,,,,,,,,,2020-07-30,89.0,27.0,376.0,23.0,18.0,157.0,2.0,7.0,7.0,6.0,11.0,23.0,28.0
,,,,,,,,,,,,,,2020-07-31,126.0,29.0,333.0,22.0,28.0,184.0,6.0,5.0,11.0,5.0,12.0,20.0,18.0
,,,,,,,,,,,,,,2020-08-01,112.0,25.0,353.0,23.0,10.0,210.0,13.0,12.0,5.0,10.0,8.0,23.0,28.0
,,,,,,,,,,,,,,2020-08-02,80.0,15.0,320.0,36.0,13.0,153.0,4.0,3.0,7.0,11.0,4.0,13.0,30.0
,,,,,,,,,,,,,,2020-08-03,66.0,34.0,412.0,19.0,4.0,146.0,6.0,6.0,8.0,9.0,3.0,19.0,41.0
,,,,,,,,,,,,,,2020-08-04,78.0,31.0,308.0,19.0,19.0,171.0,8.0,4.0,6.0,12.0,7.0,15.0,36.0
,,,,,,,,,,,,,,2020-08-05,79.0,32.0,347.0,25.0,21.0,161.0,11.0,3.0,8.0,13.0,4.0,19.0,29.0
,,,,,,,,,,,,,,2020-08-06,50.0,33.0,361.0,36.0,13.0,167.0,14.0,7.0,5.0,17.0,12.0,20.0,24.0
,,,,,,,,,,,,,,2020-08-07,85.0,31.0,432.0,28.0,13.0,173.0,10.0,5.0,7.0,14.0,12.0,21.0,19.0
,,,,,,,,,,,,,,2020-08-08,64.0,29.0,356.0,24.0,11.0,157.0,9.0,3.0,16.0,20.0,12.0,23.0,16.0
,,,,,,,,,,,,,,2020-08-09,65.0,34.0,313.0,21.0,5.0,99.0,3.0,5.0,6.0,7.0,4.0,20.0,18.0
,,,,,,,,,,,,,,2020-08-10,53.0,36.0,284.0,16.0,7.0,102.0,5.0,5.0,11.0,15.0,4.0,15.0,16.0
,,,,,,,,,,,,,,2020-08-11,81.0,25.0,365.0,27.0,13.0,146.0,6.0,3.0,26.0,17.0,4.0,22.0,17.0
,,,,,,,,,,,,,,2020-08-12,56.0,27.0,338.0,35.0,10.0,229.0,16.0,16.0,11.0,16.0,5.0,17.0,28.0
,,,,,,,,,,,,,,2020-08-13,66.0,41.0,304.0,23.0,20.0,206.0,8.0,12.0,11.0,9.0,10.0,14.0,16.0
,,,,,,,,,,,,,,2020-08-14,63.0,26.0,326.0,21.0,17.0,256.0,10.0,7.0,15.0,17.0,8.0,22.0,23.0
,,,,,,,,,,,,,,2020-08-15,47.0,30.0,322.0,29.0,18.0,223.0,9.0,13.0,16.0,15.0,13.0,17.0,34.0
,,,,,,,,,,,,,,2020-08-16,54.0,35.0,286.0,15.0,22.0,138.0,7.0,9.0,8.0,6.0,9.0,14.0,14.0
,,,,,,,,,,,,,,2020-08-17,42.0,32.0,267.0,21.0,18.0,146.0,6.0,6.0,17.0,7.0,6.0,14.0,24.0
,,,,,,,,,,,,,,2020-08-18,50.0,25.0,329.0,19.0,17.0,209.0,10.0,6.0,7.0,17.0,8.0,14.0,20.0
,,,,,,,,,,,,,,2020-08-19,63.0,40.0,349.0,21.0,12.0,173.0,12.0,5.0,26.0,10.0,10.0,23.0,28.0
,,,,,,,,,,,,,,2020-08-20,45.0,47.0,280.0,21.0,14.0,204.0,11.0,15.0,14.0,8.0,8.0,13.0,42.0
,,,,,,,,,,,,,,2020-08-21,48.0,29.0,297.0,19.0,21.0,191.0,9.0,20.0,22.0,15.0,8.0,27.0,32.0
,,,,,,,,,,,,,,2020-08-22,37.0,28.0,284.0,18.0,13.0,181.0,8.0,6.0,12.0,21.0,3.0,22.0,21.0
,,,,,,,,,,,,,,2020-08-23,38.0,10.0,262.0,17.0,9.0,116.0,5.0,2.0,8.0,11.0,9.0,20.0,17.0
,,,,,,,,,,,,,,2020-08-24,47.0,22.0,240.0,25.0,8.0,105.0,2.0,6.0,8.0,13.0,4.0,12.0,23.0
,,,,,,,,,,,,,,2020-08-25,51.0,37.0,329.0,28.0,10.0,177.0,5.0,8.0,12.0,17.0,10.0,20.0,37.0
,,,,,,,,,,,,,,2020-08-26,35.0,38.0,287.0,23.0,14.0,213.0,11.0,9.0,7.0,9.0,3.0,24.0,39.0
,,,,,,,,,,,,,,2020-08-27,33.0,35.0,256.0,42.0,8.0,216.0,12.0,11.0,11.0,8.0,5.0,25.0,38.0
,,,,,,,,,,,,,,2020-08-28,44.0,28.0,358.0,19.0,15.0,165.0,6.0,8.0,14.0,10.0,4.0,25.0,30.0
,,,,,,,,,,,,,,2020-08-29,40.0,25.0,387.0,21.0,10.0,185.0,5.0,10.0,8.0,7.0,9.0,20.0,36.0
,,,,,,,,,,,,,,2020-08-30,45.0,32.0,228.0,22.0,9.0,107.0,8.0,6.0,12.0,2.0,7.0,24.0,22.0
,,,,,,,,,,,,,,2020-08-31,30.0,34.0,191.0,19.0,11.0,134.0,9.0,4.0,10.0,6.0,4.0,24.0,22.0
,,,,,,,,,,,,,,2020-09-01,45.0,32.0,253.0,25.0,16.0,193.0,2.0,8.0,5.0,13.0,8.0,36.0,31.0
,,,,,,,,,,,,,,2020-09-02,52.0,32.0,278.0,28.0,12.0,263.0,6.0,8.0,9.0,10.0,8.0,32.0,28.0
,,,,,,,,,,,,,,2020-09-03,49.0,25.0,318.0,22.0,9.0,222.0,19.0,5.0,7.0,5.0,4.0,32.0,22.0
,,,,,,,,,,,,,,2020-09-04,46.0,39.0,321.0,26.0,13.0,185.0,9.0,6.0,8.0,4.0,7.0,25.0,15.0
,,,,,,,,,,,,,,2020-09-05,33.0,33.0,358.0,22.0,19.0,162.0,16.0,2.0,13.0,6.0,7.0,19.0,11.0
,,,,,,,,,,,,,,2020-09-06,28.0,24.0,274.0,27.0,7.0,142.0,15.0,8.0,7.0,12.0,2.0,18.0,13.0
,,,,,,,,,,,,,,2020-09-07,34.0,37.0,241.0,14.0,14.0,137.0,8.0,7.0,2.0,6.0,5.0,17.0,10.0
,,,,,,,,,,,,,,2020-09-08,32.0,31.0,249.0,20.0,10.0,167.0,5.0,4.0,9.0,7.0,3.0,11.0,8.0
,,,,,,,,,,,,,,2020-09-09,37.0,33.0,266.0,18.0,10.0,188.0,21.0,10.0,10.0,6.0,4.0,23.0,13.0
,,,,,,,,,,,,,,2020-09-10,31.0,30.0,277.0,17.0,6.0,173.0,9.0,5.0,17.0,7.0,9.0,18.0,17.0
,,,,,,,,,,,,,,2020-09-11,19.0,31.0,268.0,31.0,7.0,206.0,14.0,8.0,16.0,12.0,7.0,32.0,17.0
,,,,,,,,,,,,,,2020-09-12,20.0,29.0,276.0,11.0,10.0,177.0,4.0,5.0,17.0,5.0,5.0,22.0,18.0
,,,,,,,,,,,,,,2020-09-13,24.0,26.0,236.0,18.0,8.0,144.0,8.0,7.0,26.0,13.0,6.0,24.0,11.0
,,,,,,,,,,,,,,2020-09-14,30.0,27.0,211.0,13.0,10.0,111.0,11.0,4.0,11.0,7.0,9.0,27.0,23.0
,,,,,,,,,,,,,,2020-09-15,14.0,37.0,272.0,19.0,9.0,171.0,5.0,6.0,16.0,7.0,8.0,27.0,15.0
,,,,,,,,,,,,,,2020-09-16,22.0,24.0,263.0,19.0,8.0,186.0,16.0,1.0,5.0,6.0,10.0,34.0,25.0
,,,,,,,,,,,,,,2020-09-17,37.0,36.0,272.0,15.0,11.0,179.0,11.0,6.0,19.0,15.0,13.0,21.0,30.0
,,,,,,,,,,,,,,2020-09-18,25.0,31.0,262.0,23.0,7.0,229.0,13.0,6.0,21.0,9.0,9.0,13.0,24.0
,,,,,,,,,,,,,,2020-09-19,24.0,24.0,159.0,14.0,4.0,139.0,5.0,8.0,15.0,12.0,7.0,14.0,5.0
,,,,,,,,,,,,,,2020-09-20,17.0,22.0,184.0,11.0,11.0,130.0,6.0,3.0,10.0,4.0,11.0,17.0,14.0
,,,,,,,,,,,,,,2020-09-21,27.0,14.0,172.0,16.0,8.0,116.0,4.0,4.0,12.0,7.0,7.0,17.0,19.0
,,,,,,,,,,,,,,2020-09-22,23.0,23.0,242.0,32.0,23.0,158.0,6.0,9.0,24.0,3.0,11.0,17.0,21.0
,,,,,,,,,,,,,,2020-09-23,13.0,11.0,105.0,4.0,2.0,81.0,1.0,3.0,16.0,3.0,6.0,19.0,10.0
,,,,,,,,,,,,,,2020-09-24,38.0,20.0,280.0,20.0,8.0,181.0,5.0,4.0,37.0,12.0,9.0,12.0,18.0
