Unnamed: 0,ADA,BNB,BTC,DOGE,EOS,ETH,IOTA,LTC,NEO,VET,XLM,XMR,XRP,Publish Date,ada,bnb,btc,doge,eos,eth,ltc,miota,neo,vet,xlm,xmr,xrp
,,,,,,,,,,,,,,2021-03-04,360.0,245.0,722.0,1416.0,13.0,468.0,41.0,28.0,41.0,47.0,37.0,58.0,134.0
,,,,,,,,,,,,,,2021-03-05,311.0,196.0,671.0,1666.0,13.0,422.0,41.0,31.0,23.0,40.0,40.0,44.0,101.0
,,,,,,,,,,,,,,2021-03-06,86.0,52.0,199.0,440.0,2.0,97.0,12.0,4.0,5.0,16.0,3.0,17.0,36.0
,,,,,,,,,,,,,,2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-08,23.0,27.0,50.0,140.0,1.0,31.0,3.0,2.0,2.0,2.0,3.0,2.0,6.0
,,,,,,,,,,,,,,2021-03-09,104.0,120.0,418.0,1733.0,0.0,221.0,17.0,16.0,15.0,30.0,10.0,30.0,42.0
,,,,,,,,,,,,,,2021-03-10,220.0,316.0,748.0,1992.0,6.0,494.0,36.0,30.0,31.0,39.0,30.0,51.0,92.0
,,,,,,,,,,,,,,2021-03-11,180.0,303.0,769.0,1480.0,7.0,470.0,39.0,27.0,23.0,56.0,29.0,58.0,98.0
,,,,,,,,,,,,,,2021-03-12,170.0,288.0,730.0,1356.0,14.0,416.0,28.0,27.0,26.0,46.0,27.0,46.0,73.0
,,,,,,,,,,,,,,2021-03-13,199.0,287.0,667.0,1409.0,10.0,378.0,39.0,19.0,19.0,48.0,36.0,47.0,69.0
,,,,,,,,,,,,,,2021-03-14,165.0,288.0,977.0,1971.0,11.0,421.0,44.0,12.0,23.0,30.0,24.0,55.0,61.0
,,,,,,,,,,,,,,2021-03-15,131.0,218.0,716.0,2150.0,10.0,390.0,46.0,22.0,30.0,28.0,37.0,40.0,63.0
,,,,,,,,,,,,,,2021-03-16,150.0,248.0,685.0,1262.0,8.0,375.0,37.0,25.0,23.0,69.0,43.0,33.0,71.0
,,,,,,,,,,,,,,2021-03-17,293.0,246.0,781.0,1436.0,16.0,462.0,40.0,30.0,39.0,69.0,38.0,58.0,106.0
,,,,,,,,,,,,,,2021-03-18,194.0,154.0,485.0,964.0,9.0,268.0,38.0,24.0,22.0,23.0,21.0,35.0,43.0
,,,,,,,,,,,,,,2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-03-28,38.0,46.0,118.0,127.0,3.0,77.0,5.0,11.0,11.0,8.0,9.0,8.0,6.0
,,,,,,,,,,,,,,2021-03-29,110.0,175.0,464.0,718.0,3.0,287.0,32.0,13.0,8.0,37.0,18.0,31.0,51.0
,,,,,,,,,,,,,,2021-03-30,128.0,218.0,592.0,665.0,23.0,448.0,35.0,33.0,37.0,33.0,40.0,65.0,84.0
,,,,,,,,,,,,,,2021-03-31,148.0,279.0,645.0,728.0,15.0,375.0,39.0,13.0,34.0,42.0,22.0,44.0,84.0
,,,,,,,,,,,,,,2021-04-01,192.0,257.0,717.0,713.0,15.0,405.0,38.0,17.0,41.0,36.0,38.0,58.0,80.0
,,,,,,,,,,,,,,2021-04-02,182.0,212.0,637.0,1858.0,18.0,455.0,40.0,46.0,31.0,35.0,30.0,49.0,103.0
,,,,,,,,,,,,,,2021-04-03,153.0,255.0,625.0,890.0,36.0,599.0,26.0,24.0,26.0,28.0,31.0,44.0,70.0
,,,,,,,,,,,,,,2021-04-04,144.0,229.0,509.0,677.0,19.0,382.0,26.0,10.0,31.0,36.0,21.0,31.0,76.0
,,,,,,,,,,,,,,2021-04-05,113.0,242.0,423.0,633.0,18.0,346.0,22.0,4.0,26.0,30.0,20.0,35.0,54.0
,,,,,,,,,,,,,,2021-04-06,131.0,305.0,581.0,588.0,22.0,397.0,18.0,19.0,34.0,54.0,39.0,59.0,316.0
,,,,,,,,,,,,,,2021-04-07,170.0,315.0,647.0,1118.0,20.0,425.0,48.0,14.0,27.0,42.0,67.0,49.0,491.0
,,,,,,,,,,,,,,2021-04-08,118.0,388.0,556.0,1457.0,21.0,506.0,40.0,20.0,38.0,51.0,61.0,59.0,253.0
,,,,,,,,,,,,,,2021-04-09,134.0,291.0,564.0,717.0,21.0,429.0,25.0,24.0,26.0,42.0,44.0,51.0,188.0
,,,,,,,,,,,,,,2021-04-10,121.0,280.0,585.0,734.0,13.0,383.0,23.0,18.0,26.0,54.0,39.0,53.0,188.0
,,,,,,,,,,,,,,2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,2021-04-15,125.0,425.0,695.0,5981.0,18.0,512.0,36.0,16.0,29.0,76.0,38.0,56.0,371.0
,,,,,,,,,,,,,,2021-04-16,144.0,381.0,735.0,7672.0,25.0,723.0,36.0,20.0,27.0,103.0,33.0,59.0,271.0
,,,,,,,,,,,,,,2021-04-17,157.0,558.0,781.0,27183.0,18.0,502.0,71.0,25.0,43.0,102.0,21.0,62.0,295.0
,,,,,,,,,,,,,,2021-04-18,152.0,454.0,624.0,12395.0,12.0,430.0,63.0,32.0,62.0,163.0,28.0,46.0,188.0
,,,,,,,,,,,,,,2021-04-19,156.0,434.0,921.0,9711.0,13.0,547.0,45.0,22.0,43.0,103.0,29.0,58.0,283.0
,,,,,,,,,,,,,,2021-04-20,151.0,569.0,744.0,14279.0,22.0,536.0,49.0,30.0,67.0,119.0,43.0,41.0,209.0
,,,,,,,,,,,,,,2021-04-21,165.0,625.0,798.0,24457.0,14.0,565.0,48.0,19.0,41.0,77.0,31.0,68.0,198.0
,,,,,,,,,,,,,,2021-04-22,138.0,577.0,733.0,8793.0,20.0,645.0,42.0,51.0,33.0,95.0,35.0,85.0,182.0
,,,,,,,,,,,,,,2021-04-23,148.0,451.0,832.0,9760.0,20.0,843.0,39.0,31.0,19.0,75.0,43.0,61.0,205.0
,,,,,,,,,,,,,,2021-04-24,153.0,445.0,1142.0,11235.0,16.0,706.0,39.0,27.0,16.0,76.0,28.0,58.0,192.0
,,,,,,,,,,,,,,2021-04-25,121.0,359.0,633.0,5962.0,20.0,510.0,32.0,22.0,26.0,57.0,36.0,60.0,135.0
,,,,,,,,,,,,,,2021-04-26,116.0,393.0,632.0,4838.0,20.0,533.0,39.0,24.0,34.0,55.0,33.0,55.0,181.0
,,,,,,,,,,,,,,2021-04-27,160.0,431.0,811.0,3666.0,18.0,632.0,38.0,36.0,39.0,90.0,34.0,73.0,169.0
,,,,,,,,,,,,,,2021-04-28,157.0,377.0,663.0,3738.0,20.0,651.0,44.0,45.0,41.0,65.0,36.0,50.0,164.0
,,,,,,,,,,,,,,2021-04-29,159.0,355.0,669.0,5686.0,20.0,782.0,31.0,67.0,24.0,57.0,33.0,64.0,137.0
,,,,,,,,,,,,,,2021-04-30,231.0,350.0,634.0,3828.0,20.0,811.0,47.0,53.0,32.0,74.0,46.0,80.0,164.0
,,,,,,,,,,,,,,2021-05-01,182.0,310.0,653.0,4160.0,18.0,666.0,28.0,36.0,29.0,58.0,38.0,58.0,242.0
,,,,,,,,,,,,,,2021-05-02,146.0,329.0,548.0,6629.0,11.0,740.0,34.0,25.0,18.0,54.0,28.0,51.0,143.0
,,,,,,,,,,,,,,2021-05-03,148.0,322.0,508.0,5989.0,16.0,633.0,32.0,10.0,21.0,62.0,29.0,45.0,128.0
,,,,,,,,,,,,,,2021-05-04,156.0,368.0,628.0,8526.0,22.0,1389.0,46.0,34.0,27.0,66.0,36.0,49.0,183.0
,,,,,,,,,,,,,,2021-05-05,152.0,451.0,676.0,19895.0,18.0,1069.0,47.0,21.0,30.0,65.0,36.0,56.0,206.0
,,,,,,,,,,,,,,2021-05-06,168.0,569.0,646.0,21580.0,32.0,773.0,81.0,40.0,32.0,74.0,38.0,56.0,193.0
,,,,,,,,,,,,,,2021-05-07,233.0,485.0,663.0,10644.0,54.0,770.0,61.0,35.0,35.0,89.0,55.0,63.0,273.0
,,,,,,,,,,,,,,2021-05-08,240.0,489.0,652.0,12764.0,41.0,732.0,55.0,37.0,27.0,120.0,44.0,95.0,186.0
,,,,,,,,,,,,,,2021-05-09,176.0,472.0,529.0,15838.0,29.0,746.0,45.0,20.0,22.0,44.0,41.0,59.0,128.0
,,,,,,,,,,,,,,2021-05-10,247.0,457.0,531.0,34227.0,23.0,769.0,33.0,27.0,16.0,63.0,38.0,61.0,150.0
,,,,,,,,,,,,,,2021-05-11,243.0,654.0,656.0,11458.0,31.0,1246.0,107.0,26.0,34.0,54.0,66.0,63.0,188.0
,,,,,,,,,,,,,,2021-05-12,216.0,692.0,648.0,10214.0,55.0,788.0,56.0,32.0,25.0,73.0,35.0,62.0,132.0
,,,,,,,,,,,,,,2021-05-13,248.0,549.0,638.0,7672.0,63.0,987.0,55.0,36.0,31.0,58.0,37.0,60.0,141.0
,,,,,,,,,,,,,,2021-05-14,597.0,491.0,1486.0,12528.0,36.0,959.0,50.0,49.0,27.0,66.0,36.0,74.0,211.0
,,,,,,,,,,,,,,2021-05-15,364.0,452.0,808.0,10400.0,23.0,656.0,46.0,35.0,24.0,56.0,40.0,78.0,179.0
,,,,,,,,,,,,,,2021-05-16,529.0,384.0,705.0,4785.0,16.0,529.0,27.0,26.0,16.0,50.0,25.0,55.0,193.0
,,,,,,,,,,,,,,2021-05-17,453.0,401.0,937.0,5482.0,19.0,638.0,31.0,45.0,15.0,57.0,29.0,56.0,147.0
,,,,,,,,,,,,,,2021-05-18,337.0,457.0,1303.0,4790.0,20.0,789.0,33.0,32.0,28.0,57.0,28.0,71.0,166.0
,,,,,,,,,,,,,,2021-05-19,315.0,449.0,874.0,4027.0,14.0,622.0,36.0,32.0,23.0,61.0,25.0,73.0,198.0
,,,,,,,,,,,,,,2021-05-20,332.0,811.0,2049.0,11205.0,18.0,1385.0,63.0,40.0,29.0,87.0,37.0,79.0,280.0
,,,,,,,,,,,,,,2021-05-21,298.0,496.0,1099.0,6160.0,24.0,834.0,46.0,27.0,22.0,62.0,24.0,96.0,225.0
,,,,,,,,,,,,,,2021-05-22,220.0,403.0,1023.0,4371.0,9.0,736.0,47.0,22.0,22.0,52.0,21.0,110.0,195.0
,,,,,,,,,,,,,,2021-05-23,160.0,282.0,840.0,3550.0,27.0,560.0,31.0,20.0,26.0,47.0,20.0,70.0,174.0
,,,,,,,,,,,,,,2021-05-24,212.0,334.0,923.0,5167.0,39.0,777.0,34.0,12.0,17.0,47.0,24.0,42.0,149.0
,,,,,,,,,,,,,,2021-05-25,179.0,381.0,811.0,4507.0,33.0,684.0,28.0,15.0,27.0,34.0,30.0,47.0,136.0
,,,,,,,,,,,,,,2021-05-26,143.0,256.0,581.0,3533.0,16.0,489.0,27.0,13.0,24.0,24.0,12.0,50.0,109.0
,,,,,,,,,,,,,,2021-05-27,196.0,250.0,617.0,2791.0,16.0,494.0,28.0,29.0,20.0,38.0,21.0,40.0,91.0
,,,,,,,,,,,,,,2021-05-28,210.0,245.0,657.0,2661.0,23.0,490.0,28.0,21.0,13.0,26.0,27.0,47.0,145.0
,,,,,,,,,,,,,,2021-05-29,199.0,212.0,592.0,2636.0,20.0,507.0,34.0,25.0,11.0,23.0,23.0,56.0,80.0
,,,,,,,,,,,,,,2021-05-30,168.0,256.0,530.0,2859.0,15.0,514.0,34.0,8.0,9.0,29.0,13.0,59.0,71.0
,,,,,,,,,,,,,,2021-05-31,200.0,224.0,546.0,2250.0,10.0,445.0,27.0,16.0,9.0,36.0,30.0,59.0,94.0
,,,,,,,,,,,,,,2021-06-01,182.0,229.0,578.0,2586.0,21.0,545.0,39.0,27.0,15.0,21.0,23.0,56.0,106.0
,,,,,,,,,,,,,,2021-06-02,196.0,228.0,582.0,3086.0,12.0,520.0,37.0,21.0,22.0,41.0,32.0,54.0,101.0
,,,,,,,,,,,,,,2021-06-03,1166.0,266.0,552.0,4659.0,12.0,499.0,34.0,43.0,15.0,42.0,33.0,67.0,85.0
,,,,,,,,,,,,,,2021-06-04,353.0,307.0,559.0,3629.0,12.0,547.0,28.0,31.0,22.0,34.0,35.0,70.0,108.0
,,,,,,,,,,,,,,2021-06-05,252.0,210.0,717.0,3732.0,11.0,533.0,40.0,41.0,15.0,37.0,37.0,56.0,89.0
,,,,,,,,,,,,,,2021-06-06,206.0,233.0,586.0,2600.0,7.0,464.0,28.0,11.0,16.0,34.0,26.0,46.0,93.0
,,,,,,,,,,,,,,2021-06-07,135.0,182.0,661.0,2133.0,6.0,428.0,20.0,22.0,13.0,38.0,15.0,54.0,69.0
,,,,,,,,,,,,,,2021-06-08,161.0,218.0,678.0,2123.0,14.0,525.0,13.0,25.0,14.0,34.0,18.0,49.0,89.0
,,,,,,,,,,,,,,2021-06-09,148.0,215.0,853.0,2886.0,9.0,547.0,24.0,7.0,20.0,27.0,20.0,44.0,88.0
,,,,,,,,,,,,,,2021-06-10,133.0,201.0,879.0,2256.0,9.0,530.0,23.0,21.0,24.0,28.0,16.0,57.0,80.0
,,,,,,,,,,,,,,2021-06-11,137.0,225.0,796.0,1969.0,16.0,540.0,35.0,20.0,22.0,36.0,38.0,71.0,115.0
,,,,,,,,,,,,,,2021-06-12,120.0,205.0,615.0,1814.0,7.0,446.0,34.0,16.0,23.0,21.0,26.0,51.0,91.0
,,,,,,,,,,,,,,2021-06-13,105.0,165.0,518.0,1756.0,12.0,403.0,32.0,13.0,27.0,30.0,16.0,38.0,67.0
,,,,,,,,,,,,,,2021-06-14,89.0,157.0,506.0,1737.0,6.0,456.0,20.0,14.0,11.0,20.0,17.0,49.0,73.0
,,,,,,,,,,,,,,2021-06-15,154.0,179.0,664.0,1708.0,8.0,544.0,36.0,10.0,14.0,23.0,16.0,50.0,105.0
,,,,,,,,,,,,,,2021-06-16,140.0,168.0,558.0,1480.0,6.0,471.0,25.0,18.0,20.0,21.0,19.0,51.0,76.0
,,,,,,,,,,,,,,2021-06-17,119.0,208.0,588.0,1371.0,11.0,488.0,28.0,12.0,18.0,61.0,22.0,55.0,88.0
,,,,,,,,,,,,,,2021-06-18,114.0,208.0,586.0,1341.0,9.0,562.0,24.0,15.0,17.0,48.0,19.0,75.0,100.0
,,,,,,,,,,,,,,2021-06-19,119.0,162.0,539.0,2116.0,5.0,558.0,23.0,17.0,14.0,47.0,21.0,74.0,93.0
,,,,,,,,,,,,,,2021-06-20,92.0,151.0,456.0,1321.0,10.0,423.0,21.0,6.0,16.0,14.0,19.0,42.0,56.0
,,,,,,,,,,,,,,2021-06-21,103.0,128.0,402.0,1871.0,10.0,410.0,23.0,8.0,9.0,13.0,16.0,29.0,62.0
,,,,,,,,,,,,,,2021-06-22,107.0,173.0,739.0,3971.0,11.0,550.0,30.0,8.0,29.0,20.0,22.0,39.0,64.0
,,,,,,,,,,,,,,2021-06-23,185.0,219.0,891.0,4096.0,8.0,599.0,35.0,15.0,14.0,29.0,27.0,38.0,111.0
,,,,,,,,,,,,,,2021-06-24,141.0,175.0,619.0,2180.0,11.0,470.0,21.0,21.0,13.0,26.0,21.0,58.0,64.0
,,,,,,,,,,,,,,2021-06-25,115.0,162.0,521.0,1482.0,13.0,457.0,27.0,13.0,12.0,22.0,21.0,47.0,69.0
,,,,,,,,,,,,,,2021-06-26,111.0,143.0,527.0,1930.0,13.0,438.0,21.0,9.0,12.0,21.0,14.0,31.0,64.0
,,,,,,,,,,,,,,2021-06-27,89.0,123.0,440.0,984.0,11.0,361.0,10.0,7.0,11.0,18.0,8.0,37.0,56.0
,,,,,,,,,,,,,,2021-06-28,93.0,192.0,394.0,1047.0,3.0,340.0,14.0,5.0,6.0,22.0,11.0,23.0,59.0
,,,,,,,,,,,,,,2021-06-29,109.0,168.0,497.0,1008.0,11.0,427.0,17.0,13.0,18.0,20.0,13.0,35.0,60.0
,,,,,,,,,,,,,,2021-06-30,106.0,166.0,517.0,1025.0,9.0,445.0,29.0,9.0,20.0,23.0,12.0,33.0,60.0
,,,,,,,,,,,,,,2021-07-01,129.0,149.0,497.0,957.0,10.0,409.0,9.0,9.0,20.0,30.0,13.0,41.0,61.0
,,,,,,,,,,,,,,2021-07-02,107.0,187.0,478.0,1156.0,9.0,412.0,23.0,7.0,15.0,24.0,13.0,18.0,82.0
,,,,,,,,,,,,,,2021-07-03,134.0,229.0,501.0,968.0,13.0,373.0,20.0,12.0,18.0,25.0,17.0,36.0,61.0
,,,,,,,,,,,,,,2021-07-04,96.0,157.0,426.0,839.0,5.0,380.0,5.0,5.0,14.0,14.0,12.0,32.0,53.0
,,,,,,,,,,,,,,2021-07-05,88.0,173.0,343.0,784.0,6.0,339.0,15.0,6.0,6.0,19.0,7.0,42.0,40.0
,,,,,,,,,,,,,,2021-07-06,134.0,188.0,441.0,806.0,21.0,395.0,20.0,14.0,26.0,25.0,21.0,39.0,60.0
,,,,,,,,,,,,,,2021-07-07,120.0,214.0,430.0,817.0,12.0,455.0,19.0,18.0,17.0,24.0,19.0,37.0,42.0
,,,,,,,,,,,,,,2021-07-08,100.0,174.0,438.0,821.0,14.0,483.0,17.0,24.0,23.0,18.0,14.0,29.0,68.0
,,,,,,,,,,,,,,2021-07-09,101.0,200.0,421.0,1222.0,7.0,493.0,14.0,24.0,25.0,28.0,19.0,38.0,56.0
,,,,,,,,,,,,,,2021-07-10,113.0,164.0,445.0,1129.0,28.0,439.0,23.0,17.0,18.0,17.0,18.0,26.0,61.0
,,,,,,,,,,,,,,2021-07-11,105.0,121.0,332.0,744.0,12.0,369.0,10.0,7.0,7.0,28.0,14.0,35.0,62.0
,,,,,,,,,,,,,,2021-07-12,76.0,112.0,352.0,736.0,11.0,284.0,10.0,5.0,4.0,11.0,8.0,23.0,36.0
,,,,,,,,,,,,,,2021-07-13,99.0,176.0,370.0,822.0,13.0,399.0,24.0,30.0,11.0,20.0,14.0,29.0,63.0
,,,,,,,,,,,,,,2021-07-14,131.0,184.0,448.0,889.0,15.0,462.0,27.0,23.0,20.0,18.0,28.0,55.0,59.0
,,,,,,,,,,,,,,2021-07-15,95.0,189.0,488.0,1072.0,17.0,485.0,18.0,15.0,20.0,21.0,10.0,36.0,61.0
count,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,589.0,600.0,600.0,600.0,,,,,,,,,,,,,,
mean,0.0052770371967333,0.0043150597398387,0.0020928574536024,0.0070267644872773,8.407181338550729e-05,0.0036605124046064,0.0016861063263279,0.0011769308765615,0.0014994155449406,0.0037368889451487,0.0019447167740671,0.0017840991791477,0.0013425183552763,,,,,,,,,,,,,,
std,0.0651216247120199,0.0665714906718129,0.0420514898947367,0.1046244173656709,0.0691308259283289,0.0563274769251404,0.0691568792514173,0.0589478415529252,0.065506118873764,0.0795135704248339,0.0666914942319387,0.0588255277481448,0.072669527748234,,,,,,,,,,,,,,
min,-0.50363821847849,-0.5430839503105576,-0.46473017535485,-0.5151179318371257,-0.5042273872187035,-0.5507317441312178,-0.5435627187122685,-0.4490616421000784,-0.4656398073866798,-0.617243472794601,-0.4099505132224479,-0.5341960174975213,-0.5505025324881688,,,,,,,,,,,,,,
25%,-0.0253121374305279,-0.0203258912473276,-0.0145519988232654,-0.0230855781000985,-0.0215597380633659,-0.0194253441692433,-0.0261743416341339,-0.0238749835004405,-0.026242888284557,-0.0376470589867654,-0.0272348389610228,-0.0226317301127172,-0.0210191287121266,,,,,,,,,,,,,,
50%,0.0039831614705443,0.002290993289626,0.0016231500701167,-0.0007756656484656,0.0016315929525166,0.0046968304777554,0.0026676864534492,0.0018103420012973,0.0015751897225573,0.003378697825624,0.0028282096558492,0.0044558492187209,0.0015057947820252,,,,,,,,,,,,,,
75%,0.0343004529219768,0.0315565282838784,0.0193049899139206,0.0193713601958933,0.0240855503039706,0.031381903908767,0.0346736086492704,0.0281342814211309,0.0333201667659672,0.0453462143641338,0.0259795980148679,0.0319488074352289,0.0218349809806522,,,,,,,,,,,,,,
max,0.2794358434630134,0.5292178697542562,0.1718205618999597,1.3234694909814275,0.4395974901540018,0.2306952287472583,0.3191952974923286,0.2484338678565674,0.2530934824936803,0.2989214915746772,0.559183800784173,0.3449539448455985,0.4447556031820686,,,,,,,,,,,,,,
